province,month,MinRain,MaxRain,AvgRain,AvgFloodRiskArea(Square meter),flooding,,,,
Kanchanaburi,7,23.24,501.25,231,26726127.71,0,,,,
Suphan Buri,7,22.13,176.41,61.78,5618383.53,0,,,,
Phetchaburi,7,39.79,71.2,61,7263070.95,0,,,,
Prachuap Khiri Khan,7,59.91,304.57,124.84,49348897.52,0,,,,
Nakhon Si Thammarat,7,57.81,274.77,146.71,32041150.66,0,,,,
Krabi,7,177.63,324.25,273.93,52404960.23,0,,,,
Phang Nga,7,172.13,541.1,391.02,33275572.12,0,,,,
Phuket,7,162.63,210.48,169.09,10355271.89,0,,,,
Surat Thani,7,72.36,728.95,248.87,28894275.72,0,,,,
Ranong,7,313.65,1054.85,654.01,16694201.37,0,,,,
Chumphon,7,260.7,989.33,416.57,45488917.1,1,,,,
Songkhla,7,59.74,263.64,105.58,32478516.22,0,,,,
Satun,7,138.45,446.93,279.33,31545130.42,0,,,,
Trang,7,181.32,401.47,303.14,29424386.51,0,,,,
Phatthalung,7,54.05,297.71,123.34,26289445.11,0,,,,
Pattani,7,95.16,193.69,142.25,7694062.52,0,,,,
Yala,7,89.84,148.79,111.21,15713876.02,0,,,,
Narathiwat,7,102.53,113.65,108.85,22184404.17,0,,,,
Lopburi,8,159.71,318.79,243.39,8722670.03,0,,,,
Chainat,8,95.62,154.75,120.11,23682656.7,0,,,,
Saraburi,8,164.43,287.34,226.35,2923294.87,0,,,,
Chonburi,8,51.66,170.13,92.58,11319017.89,0,,,,
Rayong,8,67.29,269.84,125.03,15922802.72,0,,,,
Chanthaburi,8,170.12,417.39,301.17,18460418.16,0,,,,
Chachoengsao,8,87.1,303.36,181.71,9174664.91,0,,,,
Prachinburi,8,216.21,398.79,320.74,21851777.16,0,,,,
Nakhon Nayok,8,149.96,390.56,281.19,11773961.86,0,,,,
Sa Kaeo,8,122.41,280.35,185.5,37193369.19,0,,,,
Nakhon Ratchasima,8,87.01,300.49,153.8,22767984.2,1,,,,
Buriram,8,89.8,170.54,122.53,14055806.19,0,,,,
Surin,8,117.81,220.65,165.5,13958581.75,0,,,,
Sisaket,8,176.36,319.46,267.29,14810896.18,0,,,,
Ubon Ratchathani,8,274.66,377.39,322.48,20630426.33,1,,,,
Yasothon,8,191.74,291.68,242.27,6286209.15,0,,,,
Chaiyaphum,8,99.67,279.82,146.11,29713290.43,0,,,,
Bueng Kan,8,266.47,323.87,305.58,70155.12,0,,,,
Nong Bua Lamphu,8,125.83,219.36,174.11,30419695.72,0,,,,
Khon Kaen,8,66.83,218.29,112.79,16875137.96,0,,,,
Udon Thani,8,145.04,306.29,242.8,17186879.75,0,,,,
Loei,8,96.01,202.64,125.07,13529579.56,0,,,,
Nong Khai,8,192.28,292.79,267.34,21599891.95,0,,,,
Maha Sarakham,8,85.62,195.9,150.47,13016655.59,0,,,,
Roi Et,8,135.83,243.93,190.9,14669883.22,0,,,,
Kalasin,8,130.01,272.33,203.07,11208279.07,1,,,,
Sakon Nakhon,8,224.98,325.61,285,86.5,1,,,,
Chiang Mai,8,97.84,361.19,182.62,20264146.45,0,,,,
Lamphun,8,64.12,182.62,122.21,5004568.22,1,,,,
Lampang,8,39.04,225.31,137.46,8599406.57,0,,,,
Uttaradit,8,129.54,300.93,206.2,16085958.93,1,,,,
Phrae,8,79.85,231.2,160.83,16892142.82,0,,,,
Nan,8,152.85,375.55,260.4,22743154.42,0,,,,
Phayao,8,164.83,310.21,231.39,26200648.21,1,,,,
Chiang Rai,8,156.4,301.9,274.52,20554196.06,1,,,,[
Mae Hong Son,8,152.86,239.61,171.43,13223820.53,1,,,,
Nakhon Sawan,8,120.31,270.36,212.6,7632560.65,0,,,,
Uthai Thani,8,107.64,273.11,177.43,16452835.77,1,,,,
Kamphaeng Phet,8,87.52,217.88,181.94,21066429.12,1,,,,
Tak,8,18.86,457.9,171.49,17552436,1,,,,
Sukhothai,8,69.5,266.11,137.78,16871908.26,1,,,,
Phitsanulok,8,118.31,222.26,174.05,25141199.37,1,,,,
Phichit,8,187.81,236.57,220.06,28664263.22,0,,,,
Phetchabun,8,97.92,313.42,178.13,20605875.71,0,,,,
Ratchaburi,8,35.61,114.38,59.04,33572250.57,0,,,,
Kanchanaburi,8,66.86,425.16,219.78,26726127.71,0,,,,
Suphan Buri,8,73.52,192.15,101.9,5618383.53,1,,,,
Phetchaburi,8,44.9,94.22,65.84,7263070.95,0,,,,
Prachuap Khiri Khan,8,70.62,263.78,150.81,49348897.52,0,,,,
Nakhon Si Thammarat,8,41.41,231.22,110.92,32041150.66,0,,,,
Krabi,8,148.41,260.98,188.23,52404960.23,0,,,,
Phang Nga,8,223.36,480.8,352.35,33275572.12,0,,,,
Phuket,8,223.4,235.39,230.86,10355271.89,0,,,,
Surat Thani,8,54.64,660.74,200.9,28894275.72,0,,,,
Ranong,8,235.28,984.05,582.69,16694201.37,0,,,,
Chumphon,8,174.44,918.38,349.26,45488917.1,0,,,,
Songkhla,8,17.82,134.79,65.67,32478516.22,0,,,,
Satun,8,87.19,199.1,138,31545130.42,0,,,,
Trang,8,96.65,173.87,142.85,29424386.51,0,,,,
Phatthalung,8,35.92,129.49,69.17,26289445.11,0,,,,
Pattani,8,7.5,144.58,49.73,7694062.52,0,,,,
Yala,8,39.77,114.14,74.78,15713876.02,0,,,,
Narathiwat,8,74.58,175.79,127.83,22184404.17,0,,,,
Lopburi,9,164.76,240.9,212.5,8722670.03,0,,,,
Chainat,9,135.78,179.69,151.43,23682656.7,0,,,,
Saraburi,9,159.82,261.23,211.99,2923294.87,0,,,,
Chonburi,9,204.55,425.5,322.09,11319017.89,0,,,,
Rayong,9,153.04,416.97,270.99,15922802.72,0,,,,
Chanthaburi,9,313.23,807.04,466.22,18460418.16,0,,,,
Chachoengsao,9,207.29,441.27,358.75,9174664.91,0,,,,
Prachinburi,9,221.43,401.09,343.64,21851777.16,0,,,,
Nakhon Nayok,9,183.66,395.4,295.32,11773961.86,0,,,,
Sa Kaeo,9,227.05,399.34,296.23,37193369.19,0,,,,
Nakhon Ratchasima,9,139.1,290.85,176.54,22767984.2,0,,,,
Buriram,9,164.8,245.89,204.58,14055806.19,0,,,,
Surin,9,185.51,271.98,231.01,13958581.75,0,,,,
Sisaket,9,221.59,338,306.83,14810896.18,0,,,,
Ubon Ratchathani,9,280.74,387.69,333.92,20630426.33,0,,,,
Yasothon,9,161.32,323.18,229.26,6286209.15,0,,,,
Chaiyaphum,9,87.97,205.7,149.59,29713290.43,0,,,,
Bueng Kan,9,186.71,210.31,200.77,70155.12,0,,,,
Nong Bua Lamphu,9,148.56,204.4,175.65,30419695.72,0,,,,
Khon Kaen,9,122.97,299.51,192.66,16875137.96,0,,,,
Udon Thani,9,121.91,201.75,168.31,17186879.75,0,,,,
Loei,9,115.54,170.6,143.57,13529579.56,1,,,,
Nong Khai,9,159.33,206.29,187.55,21599891.95,0,,,,
Maha Sarakham,9,133.9,209.69,169,13016655.59,0,,,,
Roi Et,9,111.06,258.2,172.8,14669883.22,0,,,,
Kalasin,9,87.92,211.34,158.17,11208279.07,1,,,,
Sakon Nakhon,9,161.14,271.07,204.77,86.5,0,,,,
Chiang Mai,9,64.1,204.5,121.79,20264146.45,0,,,,
Lamphun,9,57.86,167.7,95.67,5004568.22,1,,,,
Lampang,9,42.67,178.95,114.18,8599406.57,0,,,,
Uttaradit,9,85.34,191.07,142.5,16085958.93,0,,,,
Phrae,9,81.81,161.8,112.79,16892142.82,0,,,,
Nan,9,95.93,277.07,174.32,22743154.42,0,,,,
Phayao,9,150.75,225.5,188.34,26200648.21,0,,,,
Chiang Rai,9,104.65,245.87,194.67,20554196.06,0,,,,
Mae Hong Son,9,93.92,183.7,152.36,13223820.53,0,,,,
Nakhon Sawan,9,55.33,250.79,143.33,7632560.65,0,,,,
Uthai Thani,9,96.92,161.99,141.66,16452835.77,1,,,,
Kamphaeng Phet,9,121.89,206.29,166.16,21066429.12,0,,,,
Tak,9,126.1,204.26,158.18,17552436,0,,,,
Sukhothai,9,56.76,173.08,121.46,16871908.26,0,,,,
Phitsanulok,9,80.26,212.07,148.91,25141199.37,0,,,,
Phichit,9,107.18,172.96,136.37,28664263.22,0,,,,
Phetchabun,9,62.43,212.24,125.78,20605875.71,0,,,,
Ratchaburi,9,139.2,247.6,176.29,33572250.57,0,,,,
Kanchanaburi,9,89.03,216.21,150.49,26726127.71,0,,,,
Suphan Buri,9,139.62,226.86,175.09,5618383.53,0,,,,
Phetchaburi,9,84.71,213.55,139.03,7263070.95,0,,,,
Prachuap Khiri Khan,9,62.11,147.89,112.08,49348897.52,0,,,,
Nakhon Si Thammarat,9,126.14,250.5,191.58,32041150.66,0,,,,
Krabi,9,216.57,304.41,256.35,52404960.23,0,,,,
Phang Nga,9,276.86,482.03,369.33,33275572.12,0,,,,
Phuket,9,271.92,293.99,285.55,10355271.89,0,,,,
Surat Thani,9,47.6,384.9,204.07,28894275.72,0,,,,
Ranong,9,138.79,524.08,334.59,16694201.37,0,,,,
Chumphon,9,115.41,493.16,197.83,45488917.1,0,,,,
Songkhla,9,110.18,231.66,162.84,32478516.22,0,,,,
Satun,9,169.02,300,233.07,31545130.42,0,,,,
Trang,9,184.42,283.99,251.69,29424386.51,0,,,,
Phatthalung,9,110.83,240.11,153.8,26289445.11,0,,,,
Pattani,9,163.9,272.3,206.02,7694062.52,0,,,,
Yala,9,202.24,280.73,235.04,15713876.02,0,,,,
Narathiwat,9,215.03,252.29,222.63,22184404.17,0,,,,
Lopburi,10,72.2,109.99,95.87,8722670.03,0,,,,
Chainat,10,72.99,115.9,86.77,23682656.7,0,,,,
Saraburi,10,100.38,124.58,107.72,2923294.87,0,,,,
Chonburi,10,139.15,402.43,209.02,11319017.89,0,,,,
Rayong,10,127.68,402.2,256.46,15922802.72,1,,,,
Chanthaburi,10,138.57,247.97,209.37,18460418.16,1,,,,
Chachoengsao,10,96.92,221.49,149.93,9174664.91,1,,,,
Prachinburi,10,61.98,165.96,125.56,21851777.16,0,,,,
Nakhon Nayok,10,110.06,203.46,126.07,11773961.86,1,,,,
Sa Kaeo,10,46.54,154.07,105.78,37193369.19,1,,,,
Nakhon Ratchasima,10,28.71,118.15,82.75,22767984.2,1,,,,
Buriram,10,17.33,92.66,38.81,14055806.19,0,,,,
Surin,10,0.01,55.06,30.89,13958581.75,1,,,,
Sisaket,10,23.52,77.28,56.65,14810896.18,1,,,,
Ubon Ratchathani,10,49.21,96.4,75.24,20630426.33,0,,,,
Yasothon,10,18.69,62.24,34.74,6286209.15,1,,,,
Chaiyaphum,10,64.2,97.43,79.33,29713290.43,1,,,,
Bueng Kan,10,22.03,62.3,38.5,70155.12,0,,,,
Nong Bua Lamphu,10,74.59,147.27,110.48,30419695.72,0,,,,
Khon Kaen,10,38.56,102.88,66.61,16875137.96,1,,,,
Udon Thani,10,11.74,141.45,65.97,17186879.75,0,,,,
Loei,10,55.11,106.37,82.92,13529579.56,1,,,,
Nong Khai,10,54.07,83.35,71.45,21599891.95,0,,,,
Maha Sarakham,10,19.98,54.41,30.18,13016655.59,0,,,,
Roi Et,10,6.59,42.32,19.77,14669883.22,0,,,,
Kalasin,10,8.76,58.87,21.84,11208279.07,0,,,,
Sakon Nakhon,10,2.23,55.42,20.64,86.5,0,,,,
Chiang Mai,10,157.87,343.88,223.18,20264146.45,0,,,,
Lamphun,10,180.72,254.08,212.73,5004568.22,1,,,,
Lampang,10,77.93,248.47,173.33,8599406.57,0,,,,
Uttaradit,10,36.36,128.41,78.72,16085958.93,0,,,,
Phrae,10,32.71,226.91,75.99,16892142.82,0,,,,
Nan,10,15.25,95.14,50.62,22743154.42,0,,,,
Phayao,10,52.65,238.97,149.83,26200648.21,0,,,,
Chiang Rai,10,133.31,269.99,194.07,20554196.06,0,,,,
Mae Hong Son,10,120.81,229.9,179.52,13223820.53,0,,,,
Nakhon Sawan,10,20.72,98.97,61.23,7632560.65,0,,,,
Uthai Thani,10,45.24,135.78,86.71,16452835.77,0,,,,
Kamphaeng Phet,10,57.28,164.19,111.76,21066429.12,0,,,,
Tak,10,77.02,218.41,141.74,17552436,0,,,,
Sukhothai,10,86.57,216.72,138.25,16871908.26,0,,,,
Phitsanulok,10,41.93,129.04,74.37,25141199.37,0,,,,
Phichit,10,35.01,77.7,49.02,28664263.22,0,,,,
Phetchabun,10,45.51,101.48,75.59,20605875.71,1,,,,
Ratchaburi,10,200.56,306.49,266.33,33572250.57,1,,,,
Kanchanaburi,10,93.57,231.1,156.53,26726127.71,0,,,,
Suphan Buri,10,95.22,197.8,159.59,5618383.53,0,,,,
Phetchaburi,10,189.09,360.19,284.85,7263070.95,1,,,,
Prachuap Khiri Khan,10,186.38,355.59,285.8,49348897.52,1,,,,
Nakhon Si Thammarat,10,168.04,335.04,244.12,32041150.66,1,,,,
Krabi,10,256.65,308.39,292.13,52404960.23,1,,,,
Phang Nga,10,233.19,381.97,318.08,33275572.12,0,,,,
Phuket,10,216.59,359.91,297.38,10355271.89,0,,,,
Surat Thani,10,162.72,332.57,224.25,28894275.72,1,,,,
Ranong,10,182.22,307.16,252.89,16694201.37,0,,,,
Chumphon,10,158.62,297.83,217.91,45488917.1,1,,,,
Songkhla,10,186.61,456.33,290.94,32478516.22,0,,,,
Satun,10,248.39,281.83,267.03,31545130.42,1,,,,
Trang,10,256.28,301.36,289.6,29424386.51,0,,,,
Phatthalung,10,264.47,354.12,290.02,26289445.11,1,,,,
Pattani,10,294.36,320.07,308.19,7694062.52,0,,,,
Yala,10,275.09,313.89,292.89,15713876.02,0,,,,
Narathiwat,10,297.44,324.5,314.16,22184404.17,0,,,,
Lopburi,11,0.89,9.38,5.21,8722670.03,0,,,,
Chainat,11,9.1,38.68,19.12,23682656.7,0,,,,
Saraburi,11,0.66,9.18,4.83,2923294.87,0,,,,
Chonburi,11,2.61,31.26,9.35,11319017.89,0,,,,
Rayong,11,3.89,31.19,8.14,15922802.72,0,,,,
Chanthaburi,11,2.4,6.63,3.47,18460418.16,0,,,,
Chachoengsao,11,2.3,17.77,6.18,9174664.91,0,,,,
Prachinburi,11,0,9,2.53,21851777.16,0,,,,
Nakhon Nayok,11,0.2,11.88,3.19,11773961.86,0,,,,
Sa Kaeo,11,1.6,15.02,4.45,37193369.19,0,,,,
Nakhon Ratchasima,11,0,34.69,13.48,22767984.2,0,,,,
Buriram,11,9.1,32.7,19.12,14055806.19,0,,,,
Surin,11,7,36.93,19.52,13958581.75,0,,,,
Sisaket,11,9.34,19.58,14.92,14810896.18,1,,,,
Ubon Ratchathani,11,5.68,15.32,12.61,20630426.33,0,,,,
Yasothon,11,0.7,13.84,6.07,6286209.15,0,,,,
Chaiyaphum,11,0.74,16.62,5.14,29713290.43,1,,,,
Bueng Kan,11,0,0.32,0.02,70155.12,0,,,,
Nong Bua Lamphu,11,0.6,12.35,2.98,30419695.72,0,,,,
Khon Kaen,11,1.98,26.58,14.36,16875137.96,1,,,,
Udon Thani,11,0,12.29,2.18,17186879.75,0,,,,
Loei,11,1.58,3.5,2.79,13529579.56,0,,,,
Nong Khai,11,0,1.74,0.46,21599891.95,0,,,,
Maha Sarakham,11,4.86,24.38,14.47,13016655.59,0,,,,
Roi Et,11,1.21,16.23,6.2,14669883.22,0,,,,
Kalasin,11,0.27,16.37,4.97,11208279.07,0,,,,
Sakon Nakhon,11,0,2.57,0.12,86.5,0,,,,
Chiang Mai,11,0.7,45.23,11.54,20264146.45,0,,,,
Lamphun,11,2.59,10.88,5.85,5004568.22,0,,,,
Lampang,11,2.55,24.9,8.01,8599406.57,0,,,,
Uttaradit,11,1.81,3.4,2.55,16085958.93,0,,,,
Phrae,11,0.9,8.42,3.62,16892142.82,0,,,,
Nan,11,1.86,7.36,3.11,22743154.42,0,,,,
Phayao,11,3.11,28.68,11.02,26200648.21,0,,,,
Chiang Rai,11,8.18,54.89,37.94,20554196.06,0,,,,
Mae Hong Son,11,4.17,23.56,11.72,13223820.53,0,,,,
Nakhon Sawan,11,0,34.34,10.28,7632560.65,0,,,,
Uthai Thani,11,12.67,41.58,21.13,16452835.77,0,,,,
Kamphaeng Phet,11,1.78,14.42,6.28,21066429.12,0,,,,
Tak,11,0.1,17.34,5.6,17552436,0,,,,
Sukhothai,11,0,6.01,2.49,16871908.26,0,,,,
Phitsanulok,11,0.52,2.78,1.67,25141199.37,0,,,,
Phichit,11,0.3,10.01,2.63,28664263.22,0,,,,
Phetchabun,11,0,6.68,1.58,20605875.71,0,,,,
Ratchaburi,11,7.97,64.79,27.91,33572250.57,0,,,,
Kanchanaburi,11,8.83,18.93,14.18,26726127.71,0,,,,
Suphan Buri,11,9.62,20.4,16.07,5618383.53,0,,,,
Phetchaburi,11,28.45,156,86.43,7263070.95,0,,,,
Prachuap Khiri Khan,11,121.77,272.06,179.45,49348897.52,0,,,,
Nakhon Si Thammarat,11,33.36,249.5,127.6,32041150.66,1,,,,
Krabi,11,11.01,56.62,46.2,52404960.23,1,,,,
Phang Nga,11,34.11,116.95,49.69,33275572.12,0,,,,
Phuket,11,48.65,67.29,57.52,10355271.89,0,,,,
Surat Thani,11,41.66,313.1,105.16,28894275.72,0,,,,
Ranong,11,102.19,343.72,200.11,16694201.37,0,,,,
Chumphon,11,152.7,394.75,269.56,45488917.1,0,,,,
Songkhla,11,67.21,262.97,150.55,32478516.22,0,,,,
Satun,11,66.33,121.33,88.11,31545130.42,0,,,,
Trang,11,32.11,123.84,74.77,29424386.51,0,,,,
Phatthalung,11,86.69,170.12,137.15,26289445.11,1,,,,
Pattani,11,220.33,293.78,256.22,7694062.52,0,,,,
Yala,11,169.95,270.97,222.41,15713876.02,1,,,,
Narathiwat,11,233.96,316.59,275.72,22184404.17,0,,,,
Lopburi,12,3.71,72.74,31.63,8722670.03,0,,,,
Chainat,12,20.7,29.06,24.66,23682656.7,0,,,,
Saraburi,12,32.15,110.43,64.92,2923294.87,0,,,,
Chonburi,12,11.15,39.64,22.74,11319017.89,0,,,,
Rayong,12,2.63,37.15,19.65,15922802.72,0,,,,
Chanthaburi,12,16.6,27.24,21.67,18460418.16,0,,,,
Chachoengsao,12,13.18,72.62,29.39,9174664.91,0,,,,
Prachinburi,12,5.41,72.63,17.09,21851777.16,0,,,,
Nakhon Nayok,12,14.82,100.81,48.61,11773961.86,0,,,,
Sa Kaeo,12,12.29,42.39,23.7,37193369.19,0,,,,
Nakhon Ratchasima,12,1.89,120.38,19.53,22767984.2,0,,,,
Buriram,12,0.8,17.43,4.12,14055806.19,0,,,,
Surin,12,0,7.14,3.28,13958581.75,0,,,,
Sisaket,12,0.1,4.51,2.3,14810896.18,0,,,,
Ubon Ratchathani,12,0.91,12,6.31,20630426.33,0,,,,
Yasothon,12,0.71,15.4,5.38,6286209.15,0,,,,
Chaiyaphum,12,3.45,18.66,10.76,29713290.43,0,,,,
Bueng Kan,12,6.71,27.07,16.19,70155.12,0,,,,
Nong Bua Lamphu,12,3.21,19.75,8.73,30419695.72,0,,,,
Khon Kaen,12,0.7,17.34,5.05,16875137.96,0,,,,
Udon Thani,12,1.2,42.04,22.83,17186879.75,0,,,,
Loei,12,4.01,23.81,9.48,13529579.56,0,,,,
Nong Khai,12,17.67,43.8,32.1,21599891.95,0,,,,
Maha Sarakham,12,0,2.42,1.08,13016655.59,0,,,,
Roi Et,12,0.13,9.22,1.96,14669883.22,0,,,,
Kalasin,12,0.8,10.98,2.41,11208279.07,0,,,,
Sakon Nakhon,12,0.6,24.38,7.55,86.5,0,,,,
Chiang Mai,12,6.73,38.93,18.26,20264146.45,0,,,,
Lamphun,12,8.23,20.09,13.73,5004568.22,0,,,,
Lampang,12,5.7,29.61,13.97,8599406.57,0,,,,
Uttaradit,12,3.21,10.01,6.08,16085958.93,0,,,,
Phrae,12,3.4,12.51,6.58,16892142.82,0,,,,
Nan,12,0.02,9.58,4.49,22743154.42,0,,,,
Phayao,12,3.08,29.82,17.23,26200648.21,0,,,,
Chiang Rai,12,19.78,45.2,34.87,20554196.06,0,,,,
Mae Hong Son,12,4.7,33.9,19.17,13223820.53,0,,,,
Nakhon Sawan,12,3.71,30.18,16.32,7632560.65,0,,,,
Uthai Thani,12,6.19,29.8,21.4,16452835.77,0,,,,
Kamphaeng Phet,12,3.37,15.82,7.06,21066429.12,0,,,,
Tak,12,1.8,22.71,9.29,17552436,0,,,,
Sukhothai,12,2.01,10.88,6.25,16871908.26,0,,,,
Phitsanulok,12,5.18,22.72,11.35,25141199.37,0,,,,
Phichit,12,8.69,16.79,11.21,28664263.22,0,,,,
Phetchabun,12,2.91,30.89,12.32,20605875.71,0,,,,
Ratchaburi,12,27.91,55.6,38.72,33572250.57,0,,,,
Kanchanaburi,12,7.06,43.71,29.47,26726127.71,0,,,,
Suphan Buri,12,18.11,49.6,29.89,5618383.53,0,,,,
Phetchaburi,12,28.2,107.09,61.15,7263070.95,0,,,,
Prachuap Khiri Khan,12,79.14,247.14,114.3,49348897.52,0,,,,
Nakhon Si Thammarat,12,184.47,704.14,473.63,32041150.66,0,,,,
Krabi,12,63.82,243.37,130.09,52404960.23,0,,,,
Phang Nga,12,74.51,225.06,132.29,33275572.12,0,,,,
Phuket,12,56.04,100.88,77.13,10355271.89,0,,,,
Surat Thani,12,135.26,664.52,299.3,28894275.72,0,,,,
Ranong,12,88.18,332.98,203.77,16694201.37,0,,,,
Chumphon,12,108.09,382.44,263.63,45488917.1,1,,,,
Songkhla,12,236.09,520.63,344.04,32478516.22,0,,,,
Satun,12,174.1,303.68,233.83,31545130.42,0,,,,
Trang,12,103.45,411.77,199.71,29424386.51,0,,,,
Phatthalung,12,234.65,469.07,376.43,26289445.11,1,,,,
Pattani,12,393.51,653.44,502.14,7694062.52,0,,,,
Yala,12,403.39,641.56,550.8,15713876.02,0,,,,
Narathiwat,12,559.25,700.08,625.57,22184404.17,0,,,,
Lopburi,1,0,0.1,0.01,8722670.03,0,,,,
Chainat,1,0,0.16,0.04,23682656.7,0,,,,
Saraburi,1,0,0.46,0.1,2923294.87,0,,,,
Chonburi,1,0.01,44.03,5.46,11319017.89,0,,,,
Rayong,1,1.71,43.93,8.61,15922802.72,0,,,,
Chanthaburi,1,0,6.13,0.64,18460418.16,0,,,,
Chachoengsao,1,0,2.73,0.49,9174664.91,0,,,,
Prachinburi,1,0,0.54,0.09,21851777.16,0,,,,
Nakhon Nayok,1,0.02,0.86,0.33,11773961.86,0,,,,
Sa Kaeo,1,0,0.19,0,37193369.19,0,,,,
Nakhon Ratchasima,1,0,0.48,0.03,22767984.2,0,,,,
Buriram,1,0,0,0,14055806.19,0,,,,
Surin,1,0,0,0,13958581.75,0,,,,
Sisaket,1,0,0,0,14810896.18,0,,,,
Ubon Ratchathani,1,0,0,0,20630426.33,0,,,,
Yasothon,1,0,0,0,6286209.15,0,,,,
Chaiyaphum,1,0,0.18,0.01,29713290.43,0,,,,
Bueng Kan,1,0,0,0,70155.12,0,,,,
Nong Bua Lamphu,1,0,0,0,30419695.72,0,,,,
Khon Kaen,1,0,0,0,16875137.96,0,,,,
Udon Thani,1,0,5.18,0.03,17186879.75,0,,,,
Loei,1,0,8.86,0.81,13529579.56,0,,,,
Nong Khai,1,0,6.43,0.4,21599891.95,0,,,,
Maha Sarakham,1,0,0,0,13016655.59,0,,,,
Roi Et,1,0,0,0,14669883.22,0,,,,
Kalasin,1,0,0,0,11208279.07,0,,,,
Sakon Nakhon,1,0,0,0,86.5,0,,,,
Chiang Mai,1,19.9,53.79,37.94,20264146.45,0,,,,
Lamphun,1,18.08,38.6,32.04,5004568.22,0,,,,
Lampang,1,13.22,41.46,30.61,8599406.57,0,,,,
Uttaradit,1,5.61,43.26,18.69,16085958.93,0,,,,
Phrae,1,13.29,46.63,31.09,16892142.82,0,,,,
Nan,1,14.72,88.94,37.58,22743154.42,0,,,,
Phayao,1,27.21,42.23,33.63,26200648.21,0,,,,
Chiang Rai,1,34.26,67.79,49.66,20554196.06,0,,,,
Mae Hong Son,1,32.3,55.4,47.44,13223820.53,0,,,,
Nakhon Sawan,1,0,6.28,0.67,7632560.65,0,,,,
Uthai Thani,1,0,5.29,0.61,16452835.77,0,,,,
Kamphaeng Phet,1,0.97,13.86,6.28,21066429.12,0,,,,
Tak,1,0.98,42.45,15.51,17552436,0,,,,
Sukhothai,1,5.52,26.32,13.19,16871908.26,0,,,,
Phitsanulok,1,1.23,20.2,9.9,25141199.37,0,,,,
Phichit,1,0.44,12.93,4.51,28664263.22,0,,,,
Phetchabun,1,0,4.36,0.55,20605875.71,0,,,,
Ratchaburi,1,0.77,8.08,4.4,33572250.57,0,,,,
Kanchanaburi,1,0.12,9.1,3.15,26726127.71,0,,,,
Suphan Buri,1,0,2.5,0.72,5618383.53,0,,,,
Phetchaburi,1,3.89,20.44,11.14,7263070.95,0,,,,
Prachuap Khiri Khan,1,11.71,215.06,81.36,49348897.52,0,,,,
Nakhon Si Thammarat,1,89.18,418.03,230.33,32041150.66,0,,,,
Krabi,1,11.22,143.48,86.02,52404960.23,0,,,,
Phang Nga,1,77.07,166.23,113.84,33275572.12,0,,,,
Phuket,1,50.28,180.52,106.57,10355271.89,0,,,,
Surat Thani,1,94.03,227.26,133.21,28894275.72,0,,,,
Ranong,1,61.25,254.31,140.7,16694201.37,0,,,,
Chumphon,1,74.32,279.38,208.45,45488917.1,0,,,,
Songkhla,1,79.74,234.36,152.38,32478516.22,0,,,,
Satun,1,44.56,124.07,83.33,31545130.42,0,,,,
Trang,1,37.62,198.35,80.15,29424386.51,0,,,,
Phatthalung,1,89.85,198.55,152.12,26289445.11,0,,,,
Pattani,1,222.8,246.9,231.13,7694062.52,0,,,,
Yala,1,170.28,229.28,211.32,15713876.02,0,,,,
Narathiwat,1,214.3,239.9,227.8,22184404.17,0,,,,
Lopburi,2,2.16,36.4,11.07,8722670.03,0,,,,
Chainat,2,0.5,15.65,7.23,23682656.7,0,,,,
Saraburi,2,1.82,21.35,7.5,2923294.87,0,,,,
Chonburi,2,2.36,63.86,32.51,11319017.89,0,,,,
Rayong,2,4.38,33.64,15.84,15922802.72,0,,,,
Chanthaburi,2,4.81,32.71,11.41,18460418.16,0,,,,
Chachoengsao,2,13.88,72.18,39.35,9174664.91,0,,,,
Prachinburi,2,0.8,37.66,15.61,21851777.16,0,,,,
Nakhon Nayok,2,3.59,37.07,18.17,11773961.86,0,,,,
Sa Kaeo,2,0.1,23.86,7.38,37193369.19,0,,,,
Nakhon Ratchasima,2,1,35.86,8.18,22767984.2,0,,,,
Buriram,2,0,13.62,5.22,14055806.19,0,,,,
Surin,2,0.96,15.57,6.57,13958581.75,0,,,,
Sisaket,2,0,5.99,3.03,14810896.18,0,,,,
Ubon Ratchathani,2,0.01,33.54,7.73,20630426.33,0,,,,
Yasothon,2,1.67,51,17.59,6286209.15,0,,,,
Chaiyaphum,2,1.5,37.27,15.32,29713290.43,0,,,,
Bueng Kan,2,23.2,36.13,29.35,70155.12,0,,,,
Nong Bua Lamphu,2,24.95,39.6,34.89,30419695.72,0,,,,
Khon Kaen,2,6.97,38.8,20.61,16875137.96,0,,,,
Udon Thani,2,11.62,55.2,39.04,17186879.75,0,,,,
Loei,2,27.61,42.97,35.7,13529579.56,0,,,,
Nong Khai,2,34.94,44.22,37.99,21599891.95,0,,,,
Maha Sarakham,2,2.86,25.81,10.5,13016655.59,0,,,,
Roi Et,2,2.84,34.7,8.75,14669883.22,0,,,,
Kalasin,2,4.7,29.21,13.11,11208279.07,0,,,,
Sakon Nakhon,2,14.74,38.02,23.97,86.5,0,,,,
Chiang Mai,2,0,3.67,0.47,20264146.45,0,,,,
Lamphun,2,0,2.58,1.03,5004568.22,0,,,,
Lampang,2,0,9.6,2.89,8599406.57,0,,,,
Uttaradit,2,4.9,30.68,11.25,16085958.93,0,,,,
